716.14225,127.6804
609.5632,122.4453
305.9286333,121.9358
110.255375,124.8505
225.1138,156.1127
130.512875,153.3934
276.57866,155.0995
136.3718667,163.9928
128.9529,187.1158
164.5860286,142.7788
101.55144,155.3904
252.999025,113.6158
503.0801,151.084
353.023175,174.8048
530.06,159.5493
1244.4,158.7834
132.78448,108.0422
153.7399,155.0544
837.2935,143.6296
124.36996,173.0945
109.2773,105.1299
268.79342,149.3178
221.5196625,139.8206
923.5136,103.1308
398.4534333,173.0576
100.4291667,157.223
99.69096667,135.8644
176.96036,151.185
147.3415571,104.7827
598.4006,102.0433
114.06255,106.5499
186.3372857,109.6072
230.69435,177.8238
152.5621,136.0023
306.7334,114.7602
582.468,119.4609
676.4034,110.0184
687.2667,84.0077
766.8286,154.7492
777.3504,147.9095
788.1766,83.484
794.8084,111.9448
818.5223,109.7522
822.8615,142.5135
823.7018,119.1276
836.3087,130.018
847.0974,111.1485
854.1316,128.0015
856.5028,130.4339
866.6494,115.9947
876.3112,97.6419
899.4754,108.9682
902.3265,142.5211
908.2408,109.4082
915.3683,108.7498
918.2904,124.0017
924.323,126.5026
937.7417,120.0048
947.4407,122.5824
971.0978,121.9966
975.9133,143.8593
984.8933,127.9946
90.79645,139.7225
90.0217,119.9782
214.0271,127.0124
479.99345,119.9819
250.00925,103.4576
449.23385,109.2729
591.7537,171.2354
476.16765,127.9884
531.50925,179.7494
536.2407,120.01
102.3264667,127.9861
372.1639,125.9877
93.79013333,139.9645
109.2383667,123.549
318.0458667,133.156
148.497,119.9727
155.6960333,137.7766
202.7797333,131.4502
311.9030333,163.2213
431.8239333,175.0608
470.5819333,121.9988
373.2563667,120.0026
584.6801333,129.0073
118.977625,107.9911
94.69495,189.4587
312.1863,159.2695
374.753975,130.0172
326.40265,137.0892
162.78582,126.9802
121.84296,128.0511
100.0201,175.0228
241.7742833,128.9237
115.3695167,185.4914
102.7312333,177.6449
268.8322286,125.0344
161.698525,144.2686
332.3181,115.4894
609.5756,122.4446
670.0513,104.536
675.7007,181.5547
762.2701,155.4337
767.1941,75.0177
861.0573,106.7845
891.4364,139.8706
902.7966,122.3574
956.9096,183.4628
486.4477,178.5294
104.2089,132.387
252.67895,73.1907
715.1715,127.6449
696.85415,123.9372
511.21505,152.5784
532.3623,126.7672
94.87603333,102.9154
113.0131333,122.0167
143.7088,117.9418
99.82423333,158.9424
99.7001,116.5901
126.9561667,122.505
284.0879333,123.8688
265.6279667,119.655
250.9663667,108.5604
305.9865667,121.93
321.2023667,120.9389
457.7432667,105.0438
538.2732667,108.2678
384.7975667,159.982
129.170125,126.2679
103.422775,132.0447
151.07115,136.0511
288.168125,67.3374
94.63125,139.2931
124.343,108.3047
119.482425,109.9447
172.792675,137.6883
130.5214,153.1061
353.058825,158.0964
260.787425,152.8789
225.1224,156.5171
97.76944,159.5578
101.3143,106.4338
98.83796,120.3183
96.74814,143.7357
94.7106,101.52
114.41708,124.8391
328.61956,130.6186
118.71934,119.7758
266.55672,152.228
91.08484,115.9299
164.4886,120.2963
100.33896,126.7581
118.4492,150.1294
102.08362,136.229
101.86388,137.8958
119.46296,151.7568
160.47944,170.5015
227.60262,184.9535
132.29074,134.6535
185.29142,136.0113
182.5768,123.4959
245.71446,111.9946
267.02832,125.318
143.2667,87.5323
116.17895,76.8439
150.3088833,149.3617
97.33005,77.3484
148.83425,183.5723
121.1131167,182.7697
231.1232667,105.8876
143.0941667,188.0254
161.3999833,111.5303
220.6539571,84.0816
141.0558286,125.9404
126.5575857,174.2109
139.2404429,182.8008
139.2404429,182.8008
170.6958286,100.8463
118.5644125,110.0274
114.51955,167.8202
108.761625,106.1534
135.332075,104.9738
209.4327625,171.7985
138.1321111,99.9023
